Gene	LogFC	V4	m210_1
MBD5	0.651503718	ensembl_havana	protein_coding
SNAP23	0.651278462	ensembl_havana	protein_coding
NFIA	0.651070146	ensembl_havana	protein_coding
ZNF678	0.650888858	ensembl_havana	protein_coding
NUP107	0.650674289	ensembl_havana	protein_coding
SPIDR	0.649900174	ensembl_havana	protein_coding
ZNF184	0.649475516	ensembl_havana	protein_coding
TMTC3	0.649408472	ensembl_havana	protein_coding
TLCD2	0.648325549	ensembl_havana	protein_coding
LAMP3	0.648217913	ensembl_havana	protein_coding
C1orf116	0.647151162	ensembl_havana	protein_coding
KDM5C	0.64571705	ensembl_havana	protein_coding
PCDH7	0.645179441	ensembl_havana	protein_coding
RAB3D	0.645042289	ensembl_havana	protein_coding
DEGS1	0.645022942	ensembl_havana	protein_coding
USPL1	0.644981983	ensembl_havana	protein_coding
DKK1	0.644885346	ensembl_havana	protein_coding
ARMC1	0.644762919	ensembl_havana	protein_coding
TRMT11	0.644121273	ensembl_havana	protein_coding
PHF20	0.643787684	ensembl_havana	protein_coding
C15orf41	0.643452109	ensembl_havana	protein_coding
HMG20A	0.643035098	ensembl_havana	protein_coding
IFT52	0.642903933	ensembl_havana	protein_coding
BIRC5	0.6413276	ensembl_havana	protein_coding
RTN4IP1	0.64099401	ensembl_havana	protein_coding
SNX6	0.640632103	ensembl_havana	protein_coding
GART	0.640506524	ensembl_havana	protein_coding
THUMPD1	0.6405051	ensembl_havana	protein_coding
ZFX	0.639740868	ensembl_havana	protein_coding
RABL3	0.639489749	ensembl_havana	protein_coding
RPN2	0.639246701	ensembl_havana	protein_coding
TDRKH	0.638967637	ensembl_havana	protein_coding
AGO1	0.638568083	ensembl_havana	protein_coding
SLC38A9	0.637802989	ensembl_havana	protein_coding
PJA2	0.636903046	ensembl_havana	protein_coding
GPBP1	0.63686337	ensembl_havana	protein_coding
FANCB	0.636713933	ensembl_havana	protein_coding
TMEM241	0.636278414	ensembl_havana	protein_coding
PPIE	0.635634875	ensembl_havana	protein_coding
POLQ	0.633675109	ensembl_havana	protein_coding
TAF2	0.633101865	ensembl_havana	protein_coding
FAM219B	0.633090687	ensembl_havana	protein_coding
CCNB1	0.632359427	ensembl_havana	protein_coding
NPY1R	0.631368565	ensembl_havana	protein_coding
FAM131A	0.631105161	ensembl_havana	protein_coding
SEC31A	0.630972988	ensembl_havana	protein_coding
ARMT1	0.630714521	ensembl_havana	protein_coding
LRRN1	0.629999285	ensembl_havana	protein_coding
RNF168	0.629467031	ensembl_havana	protein_coding
NDUFA4	0.629208142	ensembl_havana	protein_coding
ZCCHC8	0.629034944	ensembl_havana	protein_coding
PDS5B	0.628991059	ensembl_havana	protein_coding
BCAS1	0.628418268	ensembl_havana	protein_coding
RAVER2	0.628280106	ensembl_havana	protein_coding
DDI2	0.627902123	ensembl_havana	protein_coding
ATP6V0A1	0.627714836	ensembl_havana	protein_coding
ARHGAP19	0.627685696	ensembl_havana	protein_coding
HELLS	0.627498601	ensembl_havana	protein_coding
ZNF287	0.627269803	ensembl_havana	protein_coding
PIK3C3	0.627216206	ensembl_havana	protein_coding
CDC45	0.626829936	ensembl_havana	protein_coding
SASS6	0.626743714	ensembl_havana	protein_coding
ALDH6A1	0.626738682	ensembl_havana	protein_coding
NUP85	0.626653655	ensembl_havana	protein_coding
RNF34	0.626296292	ensembl_havana	protein_coding
TRIP4	0.625592438	ensembl_havana	protein_coding
MIA3	0.62540743	ensembl_havana	protein_coding
NPIPB3	0.624995076	ensembl_havana	protein_coding
SRD5A3	0.624828059	ensembl_havana	protein_coding
THTPA	0.623709783	ensembl_havana	protein_coding
LARP1B	0.623633002	ensembl_havana	protein_coding
CEP97	0.623185299	ensembl_havana	protein_coding
ZNF433	0.622879063	ensembl_havana	protein_coding
IARS	0.622795284	ensembl_havana	protein_coding
MAPK1IP1L	0.62266004	ensembl_havana	protein_coding
TTC30B	0.622638371	ensembl_havana	protein_coding
GMPS	0.621127225	ensembl_havana	protein_coding
RBMXL1	0.620571391	ensembl_havana	protein_coding
EPB41L2	0.620490116	ensembl_havana	protein_coding
KPNA2	0.620307721	ensembl_havana	protein_coding
SPOP	0.619930195	ensembl_havana	protein_coding
ZNF225	0.619863551	ensembl_havana	protein_coding
WDR11	0.619527853	ensembl_havana	protein_coding
STK17B	0.619369618	ensembl_havana	protein_coding
ELOVL1	0.619024897	ensembl_havana	protein_coding
PAXBP1	0.618598846	ensembl_havana	protein_coding
TSTD2	0.617960533	ensembl_havana	protein_coding
KPNA1	0.617742527	ensembl_havana	protein_coding
JAK2	0.617628316	ensembl_havana	protein_coding
TTK	0.617034121	ensembl_havana	protein_coding
PLRG1	0.617021582	ensembl_havana	protein_coding
HAUS8	0.616974549	ensembl_havana	protein_coding
SELENBP1	0.616898387	ensembl_havana	protein_coding
PIGA	0.616869973	ensembl_havana	protein_coding
RNASEL	0.616271203	ensembl_havana	protein_coding
PPP3CA	0.616206951	ensembl_havana	protein_coding
TMEM204	0.616156492	ensembl_havana	protein_coding
TBC1D24	0.615754205	ensembl_havana	protein_coding
SASH1	0.615740842	ensembl_havana	protein_coding
HADHB	0.615161223	ensembl_havana	protein_coding
MDM2	0.61469487	ensembl_havana	protein_coding
PRC1	0.614403995	ensembl_havana	protein_coding
MMP19	0.613778234	ensembl_havana	protein_coding
TLK1	0.613765443	ensembl_havana	protein_coding
TANGO6	0.613407735	ensembl_havana	protein_coding
PXK	0.613231058	ensembl_havana	protein_coding
C14orf28	0.613052956	ensembl_havana	protein_coding
GLMP	0.613019176	ensembl_havana	protein_coding
FAM46A	0.612867257	ensembl_havana	protein_coding
QTRTD1	0.612138431	ensembl_havana	protein_coding
CASC10	0.612119859	ensembl_havana	protein_coding
ZNF627	0.612105279	ensembl_havana	protein_coding
TFRC	0.61173364	ensembl_havana	protein_coding
RNF125	0.611306297	ensembl_havana	protein_coding
C22orf29	0.611049707	ensembl_havana	protein_coding
STAU2	0.611049339	ensembl_havana	protein_coding
EIF4G2	0.610937108	ensembl_havana	protein_coding
CP	0.610887658	ensembl_havana	protein_coding
CEBPZ	0.608874548	ensembl_havana	protein_coding
VPRBP	0.608714566	ensembl_havana	protein_coding
SLC11A2	0.608141594	ensembl_havana	protein_coding
RRM2B	0.607948162	ensembl_havana	protein_coding
SRSF3	0.607639298	ensembl_havana	protein_coding
THAP5	0.607325723	ensembl_havana	protein_coding
TAF12	0.605913339	ensembl_havana	protein_coding
MRPS27	0.605796101	ensembl_havana	protein_coding
TPMT	0.605559999	ensembl_havana	protein_coding
CTTN	0.605461358	ensembl_havana	protein_coding
EIF2S1	0.605060053	ensembl_havana	protein_coding
TRAPPC3	0.604971928	ensembl_havana	protein_coding
DNAJB12	0.604650234	ensembl_havana	protein_coding
ELMOD2	0.604429225	ensembl_havana	protein_coding
PLK4	0.603927219	ensembl_havana	protein_coding
ZNF268	0.603479687	ensembl_havana	protein_coding
ZNF451	0.60343467	ensembl_havana	protein_coding
TTC33	0.603410518	ensembl_havana	protein_coding
TSPYL1	0.603303176	ensembl_havana	protein_coding
NELFE	0.602962887	ensembl_havana	protein_coding
MSL3	0.601683473	ensembl_havana	protein_coding
OTUD6B	0.601518789	ensembl_havana	protein_coding
SS18	0.601421119	ensembl_havana	protein_coding
DUSP10	0.601101783	ensembl_havana	protein_coding
ERCC6	0.600334586	ensembl_havana	protein_coding
NEIL3	0.600261472	ensembl_havana	protein_coding
RFC3	0.600159643	ensembl_havana	protein_coding
RPE	0.599793082	ensembl_havana	protein_coding
ARSJ	0.599731433	ensembl_havana	protein_coding
DHRS7B	0.599241099	ensembl_havana	protein_coding
UROD	0.598465822	ensembl_havana	protein_coding
ORC5	0.598287744	ensembl_havana	protein_coding
USP3	0.597801444	ensembl_havana	protein_coding
SEC23B	0.597722235	ensembl_havana	protein_coding
METTL21B	0.597644232	ensembl_havana	protein_coding
KNTC1	0.597409115	ensembl_havana	protein_coding
LRRC57	0.597312213	ensembl_havana	protein_coding
MPZL2	0.596732901	ensembl_havana	protein_coding
FARP2	0.596625442	ensembl_havana	protein_coding
IMMP1L	0.59583406	ensembl_havana	protein_coding
FAM111A	0.594934025	ensembl_havana	protein_coding
ZNF354A	0.594797017	ensembl_havana	protein_coding
AGK	0.594652394	ensembl_havana	protein_coding
HEPHL1	0.594632323	ensembl_havana	protein_coding
MRAS	0.594067012	ensembl_havana	protein_coding
EFTUD2	0.593996084	ensembl_havana	protein_coding
LIN7C	0.593927902	ensembl_havana	protein_coding
PRUNE	0.59374494	ensembl_havana	protein_coding
Sep-02	0.593637239	ensembl_havana	protein_coding
GSTM3	0.593510769	ensembl_havana	protein_coding
NEDD1	0.593437638	ensembl_havana	protein_coding
ANGEL2	0.59316758	ensembl_havana	protein_coding
PAN3	0.593090634	ensembl_havana	protein_coding
LIPT2	0.59214126	ensembl_havana	protein_coding
KLHL18	0.592021113	ensembl_havana	protein_coding
SLX4IP	0.591020475	ensembl_havana	protein_coding
MAPRE1	0.590749941	ensembl_havana	protein_coding
TRIM68	0.590104884	ensembl_havana	protein_coding
SCLT1	0.590041222	ensembl_havana	protein_coding
TMEM254	0.589775981	ensembl_havana	protein_coding
ZNF333	0.589613155	ensembl_havana	protein_coding
PWP1	0.589592956	ensembl_havana	protein_coding
RAB27B	0.589470103	ensembl_havana	protein_coding
C11orf95	0.589382658	ensembl_havana	protein_coding
GNG12	0.589327074	ensembl_havana	protein_coding
NDC80	0.589022122	ensembl_havana	protein_coding
RPS24	0.588403106	ensembl_havana	protein_coding
BUB1B	0.588263656	ensembl_havana	protein_coding
ANXA9	0.588159053	ensembl_havana	protein_coding
FASTKD3	0.588158574	ensembl_havana	protein_coding
FZD5	0.588034138	ensembl_havana	protein_coding
APOOL	0.587749469	ensembl_havana	protein_coding
DSCAML1	0.587253908	ensembl_havana	protein_coding
RNF157	0.587132474	ensembl_havana	protein_coding
PCNXL4	0.587105899	ensembl_havana	protein_coding
TOP2A	0.586689	ensembl_havana	protein_coding
BORA	0.586275442	ensembl_havana	protein_coding
MIER1	0.586158447	ensembl_havana	protein_coding
NANP	0.586059737	ensembl_havana	protein_coding
CETN2	0.585897381	ensembl_havana	protein_coding
TBCEL	0.585378739	ensembl_havana	protein_coding
KMT2E	0.58514513	ensembl_havana	protein_coding
Mar-07	0.58400829	ensembl_havana	protein_coding
SH3BGRL	0.583691806	ensembl_havana	protein_coding
RBMX	0.583316048	ensembl_havana	protein_coding
MFSD13A	0.582771214	ensembl_havana	protein_coding
SUCLG2	0.582582654	ensembl_havana	protein_coding
IL10RB	0.582408332	ensembl_havana	protein_coding
SLC33A1	0.580824787	ensembl_havana	protein_coding
SLITRK6	0.58071975	ensembl_havana	protein_coding
MCM10	0.580518654	ensembl_havana	protein_coding
ZNF724P	0.580139721	havana	protein_coding
OSGEP	0.579673974	ensembl_havana	protein_coding
IFRD1	0.579467955	ensembl_havana	protein_coding
LIN9	0.578887257	ensembl_havana	protein_coding
CDK5RAP2	0.578627196	ensembl_havana	protein_coding
RAE1	0.57842872	ensembl_havana	protein_coding
ARFGEF1	0.577964764	ensembl_havana	protein_coding
ALAD	0.577941733	ensembl_havana	protein_coding
AC004381.6	0.577710433	ensembl_havana	protein_coding
MCFD2	0.577614013	ensembl_havana	protein_coding
FAM86C1	0.57749343	ensembl_havana	protein_coding
SFXN2	0.577477047	ensembl_havana	protein_coding
GBA	0.57743674	ensembl_havana	protein_coding
MAPK10	0.577356131	ensembl_havana	protein_coding
STARD3NL	0.576950777	ensembl_havana	protein_coding
ADK	0.576672922	ensembl_havana	protein_coding
USP15	0.57658885	ensembl_havana	protein_coding
CDC123	0.575318573	ensembl_havana	protein_coding
HMGXB3	0.575025984	ensembl_havana	protein_coding
RANBP17	0.574879162	ensembl_havana	protein_coding
LRTOMT	0.574570097	ensembl_havana	protein_coding
PARD6B	0.572969337	ensembl_havana	protein_coding
CNOT4	0.572834754	ensembl_havana	protein_coding
ERMARD	0.572771576	ensembl_havana	protein_coding
GNL2	0.572755644	ensembl_havana	protein_coding
RAD54L2	0.572480073	ensembl_havana	protein_coding
TAF9	0.572446188	ensembl_havana	protein_coding
C2CD5	0.571923033	ensembl_havana	protein_coding
CKAP2	0.570928808	ensembl_havana	protein_coding
DRG2	0.570620541	ensembl_havana	protein_coding
CCDC14	0.570418892	ensembl_havana	protein_coding
DCLRE1B	0.569858934	ensembl_havana	protein_coding
CAPS2	0.569097894	ensembl_havana	protein_coding
TOR1AIP1	0.568913995	ensembl_havana	protein_coding
C5orf34	0.568901588	ensembl_havana	protein_coding
HIST1H2BD	0.568841112	ensembl_havana	protein_coding
ZSWIM6	0.568339732	ensembl_havana	protein_coding
FAR1	0.56823898	ensembl_havana	protein_coding
SLCO4C1	0.567732797	ensembl_havana	protein_coding
TPK1	0.567324918	ensembl_havana	protein_coding
C9orf64	0.5671957	ensembl_havana	protein_coding
ANXA6	0.567102503	ensembl_havana	protein_coding
GSS	0.56698158	ensembl_havana	protein_coding
GJB5	0.566213683	ensembl_havana	protein_coding
PEX11B	0.565791388	ensembl_havana	protein_coding
EVL	0.565491244	ensembl_havana	protein_coding
CPSF3	0.564778833	ensembl_havana	protein_coding
SNX13	0.564503081	ensembl_havana	protein_coding
ANAPC13	0.564344099	ensembl_havana	protein_coding
CAPZA1	0.56305019	ensembl_havana	protein_coding
ZFP62	0.563035998	ensembl_havana	protein_coding
BECN1	0.562733246	ensembl_havana	protein_coding
EMC10	0.562506303	ensembl_havana	protein_coding
ZNF14	0.562349704	ensembl_havana	protein_coding
NARS	0.562242925	ensembl_havana	protein_coding
ZFP82	0.562099353	ensembl_havana	protein_coding
KCTD9	0.561456225	ensembl_havana	protein_coding
DNAJC16	0.560465666	ensembl_havana	protein_coding
SLC35A4	0.560316617	ensembl_havana	protein_coding
ZNF229	0.560226679	ensembl_havana	protein_coding
INTS9	0.560147147	ensembl_havana	protein_coding
TMEM81	0.560089266	ensembl_havana	protein_coding
NUDT12	0.559904889	ensembl_havana	protein_coding
PPP2R5C	0.559327629	ensembl_havana	protein_coding
CRBN	0.559266178	ensembl_havana	protein_coding
AAGAB	0.559038456	ensembl_havana	protein_coding
FUK	0.558442654	ensembl_havana	protein_coding
BLOC1S5	0.558148162	ensembl_havana	protein_coding
TGFB3	0.557899919	ensembl_havana	protein_coding
TIMMDC1	0.557364337	ensembl_havana	protein_coding
ZNF235	0.557217847	ensembl_havana	protein_coding
TMEM33	0.557063619	ensembl_havana	protein_coding
COX18	0.556514485	ensembl_havana	protein_coding
MBNL2	0.556390864	ensembl_havana	protein_coding
DFFB	0.556350205	ensembl_havana	protein_coding
DNAJC8	0.556099669	ensembl_havana	protein_coding
ZNF468	0.555885528	ensembl_havana	protein_coding
MIPOL1	0.555862478	ensembl_havana	protein_coding
ZFAND4	0.55514762	ensembl_havana	protein_coding
HCAR2	0.554496465	havana	protein_coding
ISOC1	0.554429203	ensembl_havana	protein_coding
CNDP2	0.554220594	ensembl_havana	protein_coding
FAM179B	0.553943046	ensembl_havana	protein_coding
ZNF615	0.553790317	ensembl_havana	protein_coding
GPATCH1	0.553751906	ensembl_havana	protein_coding
SLC7A6OS	0.553339603	ensembl_havana	protein_coding
CASC5	0.553312779	ensembl_havana	protein_coding
TBL1XR1	0.553192208	ensembl_havana	protein_coding
RFESD	0.553002257	ensembl_havana	protein_coding
SENP7	0.552888566	ensembl_havana	protein_coding
UBE2L3	0.552456956	ensembl_havana	protein_coding
NKAP	0.552320813	ensembl_havana	protein_coding
SEMA3C	0.551857744	ensembl_havana	protein_coding
DLD	0.551627553	ensembl_havana	protein_coding
CSTF1	0.551539156	ensembl_havana	protein_coding
CCDC66	0.551457049	ensembl_havana	protein_coding
TRIM5	0.549644562	ensembl_havana	protein_coding
PSMA6	0.549560059	ensembl_havana	protein_coding
BLOC1S3	0.549550928	ensembl_havana	protein_coding
ULK2	0.54944804	ensembl_havana	protein_coding
WNT2B	0.549330184	ensembl_havana	protein_coding
DHX15	0.548985613	ensembl_havana	protein_coding
SLC48A1	0.548781371	ensembl_havana	protein_coding
VDAC3	0.548769386	ensembl_havana	protein_coding
MFN1	0.548636091	ensembl_havana	protein_coding
FBN2	0.548001226	ensembl_havana	protein_coding
RBM48	0.54760147	ensembl_havana	protein_coding
LAMP2	0.547380067	ensembl_havana	protein_coding
SPTSSB	0.546780735	ensembl_havana	protein_coding
MUT	0.546612618	ensembl_havana	protein_coding
MGA	0.546539782	ensembl_havana	protein_coding
ZNF350	0.546487698	ensembl_havana	protein_coding
RIOK3	0.546424374	ensembl_havana	protein_coding
ADGRE1	0.545901907	ensembl_havana	protein_coding
RAP2B	0.545617332	ensembl_havana	protein_coding
WDR75	0.545088127	ensembl_havana	protein_coding
GFOD1	0.54507836	ensembl_havana	protein_coding
SPRYD3	0.544920425	ensembl_havana	protein_coding
EXOC6B	0.544651511	ensembl_havana	protein_coding
IFT46	0.544044634	ensembl_havana	protein_coding
EIF2B4	0.543484218	ensembl_havana	protein_coding
TGIF2	0.542818266	ensembl_havana	protein_coding
BUB3	0.542777361	ensembl_havana	protein_coding
ACAP2	0.542690021	ensembl_havana	protein_coding
MALRD1	0.542523586	ensembl_havana	protein_coding
C10orf88	0.541972634	ensembl_havana	protein_coding
ZNF561	0.541862623	ensembl_havana	protein_coding
SMC5	0.541798778	ensembl_havana	protein_coding
COMMD10	0.541649246	ensembl_havana	protein_coding
UQCC1	0.541583268	ensembl_havana	protein_coding
KDELR3	0.541472709	ensembl_havana	protein_coding
ZNF415	0.541428394	ensembl_havana	protein_coding
DDX55	0.540911937	ensembl_havana	protein_coding
ZNF670-ZNF695	0.540901558	havana	protein_coding
USP53	0.540713817	ensembl_havana	protein_coding
ZNF700	0.54001831	ensembl_havana	protein_coding
SPRYD4	0.539594837	ensembl_havana	protein_coding
RINT1	0.539391773	ensembl_havana	protein_coding
TMEM5	0.538967283	ensembl_havana	protein_coding
PROCR	0.538380564	ensembl_havana	protein_coding
ZNF286A	0.538365002	ensembl_havana	protein_coding
TMX1	0.538335854	ensembl_havana	protein_coding
DNAJC14	0.538330276	ensembl_havana	protein_coding
TMTC4	0.538247956	ensembl_havana	protein_coding
SAR1A	0.538060695	ensembl_havana	protein_coding
CDK7	0.538002017	ensembl_havana	protein_coding
GTDC1	0.537970261	ensembl_havana	protein_coding
HDAC6	0.537100884	ensembl_havana	protein_coding
KCTD11	0.537028953	ensembl_havana	protein_coding
RAB17	0.536969994	ensembl_havana	protein_coding
ANXA5	0.536393921	ensembl_havana	protein_coding
BATF	0.53616692	ensembl_havana	protein_coding
TCTN3	0.536121654	ensembl_havana	protein_coding
LANCL1	0.535371726	ensembl_havana	protein_coding
ANP32E	0.535239876	ensembl_havana	protein_coding
SNAPC5	0.534590291	ensembl_havana	protein_coding
PDHB	0.534293015	ensembl_havana	protein_coding
DHDDS	0.53423126	ensembl_havana	protein_coding
STX2	0.53418783	ensembl_havana	protein_coding
PRELID3B	0.533982137	ensembl_havana	protein_coding
SLC29A3	0.533932381	ensembl_havana	protein_coding
FPGT	0.533672381	ensembl_havana	protein_coding
ESCO2	0.533224232	ensembl_havana	protein_coding
GTF2E1	0.533106272	ensembl_havana	protein_coding
NOP2	0.533021208	ensembl_havana	protein_coding
PRIM1	0.532973779	ensembl_havana	protein_coding
C22orf46	0.532728694	ensembl_havana	protein_coding
